kode_wilayah,provinsi,kabupaten,kecamatan,desa,latitude,longitude,elevasi
35.20.14.2010,,,,botok,,,
35.20.14.2011,,,,ginuk,,,
35.20.15,,,,kartoharjo,,,
35.20.15.2001,,,,kartoharjo,,,
35.20.15.2002,,,,mrahu,,,
35.20.15.2003,,,,klurahan,,,
35.20.15.2004,,,,pencol,,,
35.20.15.2005,,,,sukowidi,,,
35.20.15.2006,,,,ngelang,,,
35.20.15.2007,,,,jajar,,,
35.20.15.2008,,,,gunungan,,,
35.20.15.2009,,,,jeruk,,,
35.20.15.2010,,,,bayemwetan,,,
35.20.15.2011,,,,bayemtaman,,,
35.20.15.2012,,,,karangmojo,,,
35.20.16,,,,ngariboyo,,,
35.20.16.2001,,,,selotinatah,,,
35.20.16.2002,,,,pendem,,,
35.20.16.2003,,,,bangsri,,,
35.20.16.2004,,,,selopanggung,,,
35.20.16.2005,,,,sumberdukun,,,
35.20.16.2006,,,,baleasri,,,
35.20.16.2007,,,,balegondo,,,
35.20.16.2008,,,,ngariboyo,,,
35.20.16.2009,,,,mojopurno,,,
35.20.16.2010,,,,banyudono,,,
35.20.16.2011,,,,banjarpanjang,,,
35.20.16.2012,,,,banjarejo,,,
35.20.17,,,,nguntoronadi,,,
35.20.17.2001,,,,sukowidi,,,
35.20.17.2002,,,,semen,,,
35.20.17.2003,,,,goranggareng,,,
35.20.17.2004,,,,petungrejo,,,
35.20.17.2005,,,,nguntoronadi,,,
35.20.17.2006,,,,simbatan,,,
35.20.17.2007,,,,purworejo,,,
35.20.17.2008,,,,kenongomulyo,,,
35.20.17.2009,,,,driyorejo,,,
35.20.18,,,,sidorejo,,,
35.20.18.2001,,,,sambirobyong,,,
35.20.18.2002,,,,campursari,,,
35.20.18.2003,,,,kalang,,,
35.20.18.2004,,,,durenan,,,
35.20.18.2005,,,,sidorejo,,,
35.20.18.2006,,,,getasanyar,,,
35.20.18.2007,,,,sidomulyo,,,
35.20.18.2008,,,,sumbersawit,,,
35.20.18.2009,,,,sidokerto,,,
35.20.18.2010,,,,widorokandang,,,
35.21,,,,kab. ngawi,,,
35.21.01,,,,sine,,,
35.21.01.2001,,,,wonosari,,,
35.21.01.2002,,,,pandansari,,,
35.21.01.2003,,,,girikerto,,,
35.21.01.2004,,,,ngrendeng,,,
35.21.01.2005,,,,hargosari,,,
35.21.01.2006,,,,pocol,,,
35.21.01.2007,,,,gendol,,,
35.21.01.2008,,,,sine,,,
35.21.01.2009,,,,sumberejo,,,
35.21.01.2010,,,,sumbersari,,,
35.21.01.2011,,,,kuniran,,,
35.21.01.2012,,,,tulakan,,,
35.21.01.2013,,,,ketanggung,,,
35.21.01.2014,,,,jagir,,,
35.21.01.2015,,,,kauman,,,
35.21.02,,,,ngrambe,,,
35.21.02.2001,,,,hargomulyo,,,
35.21.02.2002,,,,giriharjo,,,
35.21.02.2003,,,,setono,,,
35.21.02.2004,,,,wakah,,,
35.21.02.2005,,,,tawangrejo,,,
35.21.02.2006,,,,sambirejo,,,
35.21.02.2007,,,,manisharjo,,,
35.21.02.2008,,,,sidomulyo,,,
35.21.02.2009,,,,ngrambe,,,
35.21.02.2010,,,,babadan,,,
35.21.02.2011,,,,krandegan,,,
35.21.02.2012,,,,pucangan,,,
35.21.02.2013,,,,cepoko,,,
35.21.02.2014,,,,mendiro,,,
35.21.03,,,,jogorogo,,,
35.21.03.2001,,,,umbulrejo,,,
35.21.03.2002,,,,kletekan,,,
35.21.03.2003,,,,jaten,,,
35.21.03.2004,,,,girimulyo,,,
35.21.03.2005,,,,ngrayudan,,,
35.21.03.2006,,,,talang,,,
35.21.03.2007,,,,macanan,,,
35.21.03.2008,,,,brubuh,,,
35.21.03.2009,,,,jogorogo,,,
35.21.03.2010,,,,dawung,,,
35.21.03.2011,,,,tanjungsari,,,
35.21.03.2012,,,,soco,,,
35.21.04,,,,kendal,,,
35.21.04.2001,,,,karanggupito,,,
35.21.04.2002,,,,karangrejo,,,
35.21.04.2003,,,,simo,,,
35.21.04.2004,,,,ploso,,,
35.21.04.2005,,,,majasem,,,
35.21.04.2006,,,,kendal,,,
35.21.04.2007,,,,sidorejo,,,
35.21.04.2008,,,,gayam,,,
35.21.04.2009,,,,dadapan,,,
35.21.04.2010,,,,patalan,,,
35.21.05,,,,geneng,,,
35.21.05.2005,,,,keraswetan,,,
35.21.05.2006,,,,keniten,,,
35.21.05.2007,,,,tambakromo,,,
35.21.05.2009,,,,tepas,,,
35.21.05.2010,,,,geneng,,,
35.21.05.2011,,,,sidorejo,,,
35.21.05.2012,,,,baderan,,,
35.21.05.2013,,,,kasreman,,,
35.21.05.2014,,,,kersikan,,,
35.21.05.2015,,,,dempel,,,
35.21.05.2016,,,,klitik,,,
35.21.05.2017,,,,kersoharjo,,,
35.21.05.2018,,,,klampisan,,,
35.21.06,,,,kwadungan,,,
35.21.06.2001,,,,kendung,,,
35.21.06.2002,,,,dinden,,,
35.21.06.2003,,,,pojok,,,
35.21.06.2004,,,,jenangan,,,
35.21.06.2005,,,,purwosari,,,
35.21.06.2006,,,,tirak,,,
35.21.06.2007,,,,sumengko,,,
35.21.06.2008,,,,simo,,,
35.21.06.2009,,,,warukkalong,,,
35.21.06.2010,,,,kwadungan,,,
35.21.06.2011,,,,budug,,,
35.21.06.2012,,,,mojomanis,,,
35.21.06.2013,,,,banget,,,
35.21.06.2014,,,,karangsono,,,
35.21.07,,,,karangjati,,,
35.21.07.2001,,,,campurasri,,,
35.21.07.2002,,,,danguk,,,
35.21.07.2003,,,,gempol,,,
35.21.07.2004,,,,ringinanom,,,
35.21.07.2005,,,,sembung,,,
35.21.07.2006,,,,sidorejo,,,
35.21.07.2007,,,,dungmiri,,,
35.21.07.2008,,,,brangol,,,
35.21.07.2009,,,,sidokerto,,,
35.21.07.2010,,,,jatipuro,,,
35.21.07.2011,,,,puhti,,,
35.21.07.2012,,,,sawo,,,
35.21.07.2013,,,,karangjati,,,
35.21.07.2014,,,,legundi,,,
35.21.07.2015,,,,rejomulyo,,,
35.21.07.2016,,,,rejuno,,,
35.21.07.2017,,,,plosolor,,,
35.21.08,,,,padas,,,
35.21.08.2001,,,,banjaransari,,,
35.21.08.2002,,,,bendo,,,
35.21.08.2003,,,,tambakromo,,,
35.21.08.2004,,,,tungkulrejo,,,
35.21.08.2005,,,,bintoyo,,,
35.21.08.2006,,,,sukowiyono,,,
35.21.08.2007,,,,munggut,,,
35.21.08.2011,,,,pacing,,,
35.21.08.2012,,,,padas,,,
35.21.08.2013,,,,kedungprahu,,,
35.21.08.2014,,,,sambiroto,,,
35.21.08.2015,,,,kwadungan lor,,,
35.21.09,,,,ngawi,,,
35.21.09.2001,,,,mangunharjo,,,
35.21.09.2002,,,,kandangan,,,
35.21.09.2003,,,,kartoharjo,,,
35.21.09.2004,,,,karangasri,,,
35.21.09.2005,,,,banyuurip,,,
35.21.09.2006,,,,beran,,,
35.21.09.2007,,,,jururejo,,,
35.21.09.2008,,,,grudo,,,
35.21.09.2009,,,,watualang,,,
35.21.09.2010,,,,ngawi,,,
35.21.09.2011,,,,karangtengah prandon,,,
35.21.09.2012,,,,kerek,,,
35.21.09.1013,,,,margomulyo,,,
35.21.09.1014,,,,karangtengah,,,
35.21.09.1015,,,,ketanggi,,,
35.21.09.1016,,,,pelem,,,
35.21.10,,,,paron,,,
35.21.10.2001,,,,gentong,,,
35.21.10.2002,,,,babadan,,,
35.21.10.2003,,,,semen,,,
35.21.10.2004,,,,kedungputri,,,
35.21.10.2005,,,,tempuran,,,
35.21.10.2006,,,,dawu,,,
35.21.10.2007,,,,paron,,,
35.21.10.2008,,,,jambangan,,,
35.21.10.2009,,,,teguhan,,,
35.21.10.2010,,,,sirigan,,,
35.21.10.2011,,,,jeblogan,,,
35.21.10.2012,,,,ngale,,,
35.21.10.2013,,,,gelung,,,
35.21.10.2014,,,,kebon,,,
35.21.11,,,,kedunggalar,,,
35.21.11.2001,,,,begal,,,
35.21.11.2002,,,,wonorejo,,,
35.21.11.2003,,,,katikan,,,
35.21.11.2004,,,,pelangkidul,,,
35.21.11.2005,,,,kedunggalar,,,
35.21.11.2006,,,,jatigembol,,,
35.21.11.2007,,,,pelanglor,,,
35.21.11.2008,,,,bangunrejo kidul,,,
35.21.11.2009,,,,jenggrik,,,
35.21.11.2010,,,,wonokerto,,,
35.21.11.2011,,,,gemarang,,,
35.21.11.2012,,,,kawu,,,
35.21.12,,,,widodaren,,,
35.21.12.2001,,,,banyubiru,,,
35.21.12.2002,,,,kedunggudel,,,
35.21.12.2003,,,,sekaralas,,,
35.21.12.2004,,,,sekarputih,,,
35.21.12.2005,,,,kayutrejo,,,
35.21.12.2006,,,,sidolaju,,,
35.21.12.2007,,,,karangbanyu,,,
35.21.12.2008,,,,widodaren,,,
35.21.12.2009,,,,gendingan,,,
35.21.12.2010,,,,kauman,,,
35.21.12.2011,,,,sidomakmur,,,
35.21.12.2012,,,,walikukun,,,
35.21.13,,,,mantingan,,,
35.21.13.2001,,,,sambirejo,,,
35.21.13.2002,,,,mantingan,,,
35.21.13.2003,,,,kedungharjo,,,
35.21.13.2004,,,,pakah,,,
35.21.13.2005,,,,tambakboyo,,,
35.21.13.2006,,,,pengkol,,,
35.21.13.2007,,,,jatimulyo,,,
35.21.14,,,,pangkur,,,
35.21.14.2001,,,,babadan,,,
35.21.14.2002,,,,pohkonyal,,,
35.21.14.2003,,,,sumber,,,
35.21.14.2004,,,,gandri,,,
35.21.14.2005,,,,pleset,,,
35.21.14.2006,,,,warutengah,,,
35.21.14.2007,,,,ngompro,,,
35.21.14.2008,,,,pangkur,,,
35.21.14.2009,,,,paras,,,
35.21.15,,,,bringin,,,
35.21.15.2001,,,,sumberbening,,,
35.21.15.2002,,,,mojo,,,
35.21.15.2003,,,,krompol,,,
35.21.15.2004,,,,bringin,,,
35.21.15.2005,,,,dero,,,
35.21.15.2006,,,,legowetan,,,
35.21.15.2007,,,,gandong,,,
35.21.15.2008,,,,dampit,,,
35.21.15.2009,,,,suruh,,,
35.21.15.2010,,,,kenongorejo,,,
35.21.16,,,,pitu,,,
35.21.16.2001,,,,kalang,,,
35.21.16.2002,,,,pitu,,,
35.21.16.2003,,,,dumplengan,,,
35.21.16.2004,,,,selopuro,,,
35.21.16.2005,,,,karanggeneng,,,
35.21.16.2006,,,,ngancar,,,
35.21.16.2007,,,,cantel,,,
35.21.16.2008,,,,papungan,,,
35.21.16.2009,,,,banjarbanggi,,,
35.21.16.2010,,,,bangunrejo lor,,,
35.21.17,,,,karanganyar,,,
35.21.17.2001,,,,karanganyar,,,
35.21.17.2002,,,,mengger,,,
35.21.17.2003,,,,gembol,,,
35.21.17.2004,,,,sriwedari,,,
35.21.17.2005,,,,bangunrejo,,,
35.21.17.2006,,,,pandean,,,
35.21.17.2007,,,,sekarjati,,,
35.21.18,,,,gerih,,,
35.21.18.2001,,,,randusongo,,,
35.21.18.2002,,,,widodaren,,,
35.21.18.2003,,,,gerih,,,
35.21.18.2004,,,,keraskulon,,,
35.21.18.2005,,,,guyung,,,
35.21.19,,,,kasreman,,,
35.21.19.2001,,,,jatirejo,,,
35.21.19.2002,,,,cangakan,,,
35.21.19.2003,,,,karangmalang,,,
35.21.19.2004,,,,gunungsari,,,
35.21.19.2005,,,,kasreman,,,
35.21.19.2006,,,,legokulon,,,
35.21.19.2007,,,,tawun,,,
35.21.19.2008,,,,kyonten,,,
35.22,,,,kab. bojonegoro,,,
35.22.01,,,,ngraho,,,
35.22.01.2001,,,,luwihaji,,,
35.22.01.2002,,,,sugihwaras,,,
35.22.01.2003,,,,nganti,,,
35.22.01.2004,,,,jumok,,,
35.22.01.2005,,,,sumberagung,,,
35.22.01.2006,,,,mojorejo,,,
35.22.01.2007,,,,ngraho,,,
35.22.01.2008,,,,blimbinggede,,,
35.22.01.2009,,,,kalirejo,,,
35.22.01.2010,,,,tapelan,,,
35.22.01.2011,,,,tanggungan,,,
35.22.01.2012,,,,pandan,,,
35.22.01.2013,,,,sumberarum,,,
35.22.01.2014,,,,payaman,,,
35.22.01.2015,,,,bancer,,,
35.22.01.2016,,,,klempun,,,
35.22.02,,,,tambakrejo,,,
35.22.02.2001,,,,napis,,,
35.22.02.2002,,,,jatimulyo,,,
35.22.02.2003,,,,ngrancang,,,
35.22.02.2004,,,,turi,,,
35.22.02.2005,,,,malingmati,,,
35.22.02.2006,,,,tambakrejo,,,
35.22.02.2007,,,,bakalan,,,
35.22.02.2008,,,,jawik,,,
35.22.02.2009,,,,sukorejo,,,
35.22.02.2010,,,,gading,,,
35.22.02.2011,,,,pengkol,,,
35.22.02.2012,,,,tanjung,,,
35.22.02.2013,,,,gamongan,,,
35.22.02.2014,,,,kalisumber,,,
35.22.02.2015,,,,mulyorejo,,,
35.22.02.2016,,,,dolokgede,,,
35.22.02.2017,,,,sendangrejo,,,
35.22.02.2018,,,,kacangan,,,
35.22.03,,,,ngambon,,,
35.22.03.2001,,,,nglamping,,,
35.22.03.2002,,,,karangmangu,,,
35.22.03.2003,,,,ngambon,,,
35.22.03.2004,,,,sengon,,,
35.22.03.2005,,,,bondol,,,
35.22.04,,,,ngasem,,,
35.22.04.2001,,,,butoh,,,
35.22.04.2002,,,,trenggulunan,,,
35.22.04.2003,,,,setren,,,
35.22.04.2004,,,,mediyunan,,,
35.22.04.2005,,,,kolong,,,
35.22.04.2006,,,,sendangharjo,,,
35.22.04.2007,,,,ngadiluwih,,,
35.22.04.2008,,,,ngasem,,,
35.22.04.2009,,,,bandungrejo,,,
35.22.04.2010,,,,tengger,,,
35.22.04.2011,,,,ngantru,,,
35.22.04.2012,,,,sambong,,,
35.22.04.2013,,,,dukohkidul,,,
35.22.04.2014,,,,wadang,,,
35.22.04.2015,,,,jampet,,,
35.22.04.2016,,,,bareng,,,
35.22.04.2017,,,,jelu,,,
35.22.05,,,,bubulan,,,
35.22.05.2001,,,,bubulan,,,
35.22.05.2002,,,,cancung,,,
35.22.05.2003,,,,clebung,,,
35.22.05.2004,,,,sumberbendo,,,
35.22.05.2005,,,,ngorogunung,,,
35.22.06,,,,dander,,,
35.22.06.2001,,,,ngunut,,,
35.22.06.2002,,,,dander,,,
35.22.06.2003,,,,growok,,,
35.22.06.2004,,,,sumberarum,,,
35.22.06.2005,,,,kunci,,,
35.22.06.2006,,,,jatiblimbing,,,
35.22.06.2007,,,,ngraseh,,,
35.22.06.2008,,,,mojoranu,,,
35.22.06.2009,,,,sendangrejo,,,
35.22.06.2010,,,,karangsono,,,
35.22.06.2011,,,,sumberagung,,,
35.22.06.2012,,,,somodikaran,,,
35.22.06.2013,,,,ngumpakdalem,,,
35.22.06.2014,,,,sumbertlaseh,,,
35.22.06.2015,,,,ngulanan,,,
35.22.06.2016,,,,ngablak,,,
35.22.07,,,,sugihwaras,,,
35.22.07.2001,,,,bareng,,,
35.22.07.2002,,,,drenges,,,
35.22.07.2003,,,,wedoro,,,
35.22.07.2004,,,,panunggalan,,,
35.22.07.2005,,,,alasgung,,,
35.22.07.2006,,,,siwalan,,,
35.22.07.2007,,,,glagahan,,,
35.22.07.2008,,,,panemon,,,
35.22.07.2009,,,,jatitengah,,,
35.22.07.2010,,,,sugihwaras,,,
35.22.07.2011,,,,trate,,,
35.22.07.2012,,,,bulu,,,
35.22.07.2013,,,,nglajang,,,
35.22.07.2014,,,,kedungdowo,,,
35.22.07.2015,,,,glagahwangi,,,
35.22.07.2016,,,,balongrejo,,,
35.22.07.2017,,,,genjor,,,
35.22.08,,,,kedungadem,,,
35.22.08.2001,,,,babad,,,
35.22.08.2002,,,,pejok,,,
35.22.08.2003,,,,dayukidul,,,
35.22.08.2004,,,,panjang,,,
35.22.08.2005,,,,tondomulo,,,
35.22.08.2006,,,,kesongo,,,
35.22.08.2007,,,,kendung,,,
35.22.08.2008,,,,mlideg,,,
35.22.08.2009,,,,tumbrasanom,,,
35.22.08.2010,,,,kedungadem,,,
35.22.08.2011,,,,duwel,,,
35.22.08.2012,,,,kepohkidul,,,
35.22.08.2013,,,,geger,,,
35.22.08.2014,,,,kedungrejo,,,
35.22.08.2015,,,,megale,,,
35.22.08.2016,,,,sidorejo,,,
35.22.08.2017,,,,drokilo,,,
35.22.08.2018,,,,mojorejo,,,
35.22.08.2019,,,,jamberejo,,,
35.22.08.2020,,,,sidomulyo,,,
35.22.08.2021,,,,tlogoagung,,,
35.22.08.2022,,,,ngrandu,,,
35.22.08.2023,,,,balongcabe,,,
35.22.09,,,,kepohbaru,,,
35.22.09.2001,,,,pejok,,,
35.22.09.2002,,,,cengkir,,,
35.22.09.2003,,,,kepoh,,,
35.22.09.2004,,,,sidomukti,,,
35.22.09.2005,,,,simorejo,,,
35.22.09.2006,,,,krangkong,,,
35.22.09.2007,,,,nglumber,,,
35.22.09.2008,,,,brangkal,,,
35.22.09.2009,,,,mojosari,,,
35.22.09.2010,,,,balongdowo,,,
35.22.09.2011,,,,suberoto,,,
35.22.09.2012,,,,pohwates,,,
35.22.09.2013,,,,turigede,,,
35.22.09.2014,,,,bayemgede,,,
35.22.09.2015,,,,tlogorejo,,,
35.22.09.2016,,,,sumberagung,,,
35.22.09.2017,,,,woro,,,
35.22.09.2018,,,,bumirejo,,,
35.22.09.2019,,,,betet,,,
35.22.09.2020,,,,jipo,,,
35.22.09.2021,,,,ngranggonanyar,,,
35.22.09.2022,,,,mudung,,,
35.22.09.2023,,,,karangan,,,
35.22.09.2024,,,,sugihwaras,,,
35.22.09.2025,,,,sumbergede,,,
35.22.10,,,,baureno,,,
35.22.10.2001,,,,drajat,,,
35.22.10.2002,,,,banjaranyar,,,
35.22.10.2003,,,,ngemplak,,,
35.22.10.2004,,,,sraturejo,,,
35.22.10.2005,,,,blongsong,,,
35.22.10.2006,,,,baureno,,,
35.22.10.2007,,,,trojalu,,,
35.22.10.2008,,,,tulungagung,,,
35.22.10.2009,,,,selorejo,,,
35.22.10.2010,,,,tlogoagung,,,
35.22.10.2011,,,,sumuragung,,,
35.22.10.2012,,,,gajah,,,
35.22.10.2013,,,,kalisari,,,
35.22.10.2014,,,,tanggungan,,,
35.22.10.2015,,,,gunungsari,,,
35.22.10.2016,,,,bumiayu,,,
35.22.10.2017,,,,kauman,,,
35.22.10.2018,,,,karangdayu,,,
35.22.10.2019,,,,pasinan,,,
35.22.10.2020,,,,banjaran,,,
35.22.10.2021,,,,sembunglor,,,
35.22.10.2022,,,,pomahan,,,
35.22.10.2023,,,,pucungarum,,,
35.22.10.2024,,,,kedungrejo,,,
35.22.10.2025,,,,lebaksari,,,
35.22.11,,,,kanor,,,
35.22.11.2001,,,,semambung,,,
35.22.11.2002,,,,kanor,,,
35.22.11.2003,,,,tambahrejo,,,
35.22.11.2004,,,,piyak,,,
35.22.11.2005,,,,kabalan,,,
35.22.11.2006,,,,cangaan,,,
35.22.11.2007,,,,sarangan,,,
35.22.11.2008,,,,tejo,,,
35.22.11.2009,,,,simbatan,,,
35.22.11.2010,,,,pesen,,,
35.22.11.2011,,,,samberan,,,
35.22.11.2012,,,,palembon,,,
35.22.11.2013,,,,sedeng,,,
35.22.11.2014,,,,caruban,,,
35.22.11.2015,,,,sumberwangi,,,
35.22.11.2016,,,,prigi,,,
35.22.11.2017,,,,pilang,,,
35.22.11.2018,,,,gedongarum,,,
35.22.11.2019,,,,kedungprimpen,,,
35.22.11.2020,,,,temu,,,
35.22.11.2021,,,,simorejo,,,
35.22.11.2022,,,,bungur,,,
35.22.11.2023,,,,bakung,,,
35.22.11.2024,,,,nglarangan,,,
35.22.11.2025,,,,sroyo,,,
35.22.12,,,,sumberejo,,,
35.22.12.2001,,,,tlogohaji,,,
35.22.12.2002,,,,ngampal,,,
35.22.12.2003,,,,kedungrejo,,,
35.22.12.2004,,,,mlinjeng,,,
35.22.12.2005,,,,banjarejo,,,
35.22.12.2006,,,,sumberrejo,,,
35.22.12.2007,,,,kayulemah,,,
35.22.12.2008,,,,teleng,,,
35.22.12.2009,,,,wotan,,,
35.22.12.2010,,,,sambongrejo,,,
35.22.12.2011,,,,sendangagung,,,
35.22.12.2012,,,,deru,,,
35.22.12.2013,,,,pekuwon,,,
35.22.12.2014,,,,karangdowo,,,
35.22.12.2015,,,,pejambon,,,
35.22.12.2016,,,,tulungrejo,,,
35.22.12.2017,,,,karangdinoyo,,,
35.22.12.2018,,,,butoh,,,
35.22.12.2019,,,,mejuwet,,,
35.22.12.2020,,,,prayungan,,,
35.22.12.2021,,,,sumuragung,,,
35.22.12.2022,,,,jatigede,,,
35.22.12.2023,,,,talun,,,
35.22.12.2024,,,,bogangin,,,
35.22.12.2025,,,,sumberharjo,,,
35.22.12.2026,,,,margoagung,,,
35.22.13,,,,balen,,,
35.22.13.2001,,,,sidobandung,,,
35.22.13.2002,,,,mayangkawis,,,
35.22.13.2003,,,,kenep,,,
35.22.13.2004,,,,pohbogo,,,
35.22.13.2005,,,,penganten,,,
35.22.13.2006,,,,bulaklo,,,
35.22.13.2007,,,,bulu,,,
35.22.13.2008,,,,kemamang,,,
35.22.13.2009,,,,ngadiluhur,,,
35.22.13.2010,,,,kabunan,,,
35.22.13.2011,,,,sobontoro,,,
35.22.13.2012,,,,suwaloh,,,
35.22.13.2013,,,,balenrejo,,,
35.22.13.2014,,,,margomulyo,,,
35.22.13.2015,,,,lengkong,,,
35.22.13.2016,,,,mulyoagung,,,
35.22.13.2017,,,,sekaran,,,
35.22.13.2018,,,,prambatan,,,
35.22.13.2019,,,,kedungdowo,,,
35.22.13.2020,,,,kedungbendo,,,
35.22.13.2021,,,,pilanggede,,,
35.22.13.2022,,,,sarirejo,,,
35.22.13.2023,,,,mulyorejo,,,
35.22.14,,,,kapas,,,
35.22.14.2001,,,,kumpulrejo,,,
35.22.14.2002,,,,bendo,,,
35.22.14.2003,,,,padangmentoyo,,,
35.22.14.2004,,,,tapelan,,,
35.22.14.2005,,,,bangilan,,,
35.22.14.2006,,,,sembung,,,
35.22.14.2007,,,,tanjungharjo,,,
35.22.14.2008,,,,wedi,,,
35.22.14.2009,,,,plesungan,,,
35.22.14.2010,,,,kedaton,,,
35.22.14.2011,,,,kapas,,,
35.22.14.2012,,,,semenpinggir,,,
35.22.14.2013,,,,bogo,,,
35.22.14.2014,,,,bakalan,,,
35.22.14.2015,,,,mojodeso,,,
35.22.14.2016,,,,sukowati,,,
35.22.14.2017,,,,kalianyar,,,
35.22.14.2018,,,,tikusan,,,
35.22.14.2019,,,,ngampel,,,
35.22.14.2020,,,,sambiroto,,,
35.22.14.2021,,,,klampok,,,
35.22.15,,,,bojonegoro,,,
35.22.15.1001,,,,jetak,,,
35.22.15.2002,,,,pacul,,,
35.22.15.2003,,,,sukorejo,,,
35.22.15.1004,,,,mojokampung,,,
35.22.15.1005,,,,kepatihan,,,
35.22.15.1006,,,,sumbang,,,
35.22.15.1007,,,,klangon,,,
35.22.15.2008,,,,kauman,,,
35.22.15.1009,,,,ledok kulon,,,
35.22.15.1010,,,,ledok wetan,,,
35.22.15.1011,,,,kadipaten,,,
35.22.15.1012,,,,ngrowo,,,
35.22.15.1013,,,,karang pacar,,,
35.22.15.1014,,,,banjarrejo,,,
35.22.15.2015,,,,campurejo,,,
35.22.15.2016,,,,mulyoagung,,,
35.22.15.2017,,,,kalirejo,,,
35.22.15.2018,,,,semanding,,,
35.22.16,,,,kalitidu,,,
35.22.16.2006,,,,kalitidu,,,
35.22.16.2007,,,,sumengko,,,
35.22.16.2008,,,,mlaten,,,
35.22.16.2009,,,,talok,,,
35.22.16.2010,,,,brenggolo,,,
35.22.16.2011,,,,grebegan,,,
35.22.16.2012,,,,wotanngare,,,
35.22.16.2013,,,,panjunan,,,
35.22.16.2014,,,,mayanggeneng,,,
35.22.16.2015,,,,mayangrejo,,,
35.22.16.2016,,,,pilangsari,,,
35.22.16.2017,,,,mojosari,,,
35.22.16.2018,,,,pungpungan,,,
35.22.16.2019,,,,ngujo,,,
35.22.16.2020,,,,leran,,,
35.22.16.2021,,,,sukoharjo,,,
35.22.16.2022,,,,ngiringinrejo,,,
35.22.16.2023,,,,mojo,,,
35.22.17,,,,malo,,,
35.22.17.2001,,,,dukohlor,,,
35.22.17.2002,,,,kacangan,,,
35.22.17.2003,,,,kemiri,,,
35.22.17.2004,,,,petak,,,
35.22.17.2005,,,,sudah,,,
35.22.17.2006,,,,rendeng,,,
35.22.17.2007,,,,banaran,,,
35.22.17.2008,,,,ngujung,,,
35.22.17.2009,,,,sumberejo,,,
35.22.17.2010,,,,tambakromo,,,
35.22.17.2011,,,,tinawun,,,
35.22.17.2012,,,,kedungrejo,,,
35.22.17.2013,,,,ketileng,,,
35.22.17.2014,,,,malo,,,
35.22.17.2015,,,,sukorejo,,,
35.22.17.2016,,,,kliteh,,,
35.22.17.2017,,,,trembes,,,
35.22.17.2018,,,,semlaran,,,
35.22.17.2019,,,,tanggir,,,
35.22.17.2020,,,,tulungagung,,,
35.22.18,,,,purwosari,,,
35.22.18.2001,,,,pelem,,,
35.22.18.2002,,,,ngrejeng,,,
35.22.18.2003,,,,tlatah,,,
35.22.18.2004,,,,kaliombo,,,
35.22.18.2005,,,,tinumpuk,,,
35.22.18.2006,,,,punggur,,,
35.22.18.2007,,,,sedahkidul,,,
35.22.18.2008,,,,pojok,,,
35.22.18.2009,,,,purwosari,,,
35.22.18.2010,,,,gapluk,,,
35.22.18.2011,,,,kuniran,,,
35.22.18.2012,,,,donan,,,
35.22.19,,,,padangan,,,
35.22.19.2001,,,,tebon,,,
35.22.19.2002,,,,prangi,,,
35.22.19.2003,,,,purworejo,,,
35.22.19.2004,,,,ngeper,,,
35.22.19.2005,,,,ngasinan,,,
35.22.19.2006,,,,cendono,,,
35.22.19.2007,,,,sidorejo,,,
35.22.19.2008,,,,nguken,,,
35.22.19.2009,,,,dengok,,,
35.22.19.2010,,,,padangan,,,
35.22.19.2011,,,,kuncen,,,
35.22.19.2012,,,,sonorejo,,,
35.22.19.2013,,,,ngradin,,,
35.22.19.2014,,,,banjarejo,,,
35.22.19.2015,,,,kebonagung,,,
35.22.19.2016,,,,kendung,,,
35.22.20,,,,kasiman,,,
35.22.20.2001,,,,batokan,,,
35.22.20.2002,,,,betet,,,
35.22.20.2003,,,,tembeling,,,
35.22.20.2004,,,,sidomukti,,,
35.22.20.2005,,,,basah,,,
35.22.20.2006,,,,sambeng,,,
35.22.20.2007,,,,ngaglik,,,
35.22.20.2008,,,,kasiman,,,
35.22.20.2009,,,,sekaran,,,
35.22.20.2010,,,,tambakmerak,,,
35.22.21,,,,temayang,,,
35.22.21.2001,,,,kedungsumber,,,
35.22.21.2002,,,,kedungsari,,,
35.22.21.2003,,,,papringan,,,
35.22.21.2004,,,,soko,,,
35.22.21.2005,,,,pandantoyo,,,
35.22.21.2006,,,,belun,,,
35.22.21.2007,,,,temayang,,,
35.22.21.2008,,,,bakulan,,,
35.22.21.2009,,,,jono,,,
35.22.21.2010,,,,ngujung,,,
35.22.21.2011,,,,buntalan,,,
35.22.21.2012,,,,pancur,,,
35.22.22,,,,margomulyo,,,
35.22.22.2001,,,,kalangan,,,
35.22.22.2002,,,,ngelo,,,
35.22.22.2003,,,,margomulyo,,,
35.22.22.2004,,,,sumberejo,,,
35.22.22.2005,,,,meduri,,,
35.22.22.2006,,,,geneng,,,
35.22.23,,,,trucuk,,,
35.22.23.2001,,,,banjarsari,,,
35.22.23.2002,,,,tulungrejo,,,
35.22.23.2003,,,,trucuk,,,
35.22.23.2004,,,,mori,,,
35.22.23.2005,,,,padang,,,
35.22.23.2006,,,,sumberejo,,,
35.22.23.2007,,,,guyangan,,,
35.22.23.2008,,,,sranak,,,
35.22.23.2009,,,,sumbangtimun,,,
35.22.23.2010,,,,kanten,,,
35.22.23.2011,,,,kandangan,,,
35.22.23.2012,,,,pagerwesi,,,
